county_id,county_state_name,county_name,population,emissions_mtons_CO2e,emissions_per_person_mtons_CO2e
48447,"Throckmorton County, TX",Throckmorton County,1520,4613,3.0348684210526318
51105,"Lee County, VA",Lee County,24911,75592,3.0344827586206895
39125,"Paulding County, OH",Paulding County,19057,57818,3.033950779241224
39145,"Scioto County, OH",Scioto County,77366,234673,3.033283354445105
21219,"Todd County, KY",Todd County,12465,37790,3.0316887284396308
51021,"Bland County, VA",Bland County,6612,20037,3.030399274047187
21097,"Harrison County, KY",Harrison County,18629,56448,3.0301143378603252
13275,"Thomas County, GA",Thomas County,44977,136274,3.0298597060719925
21003,"Allen County, KY",Allen County,20421,61869,3.029675334214779
1015,"Calhoun County, AL",Calhoun County,115883,350959,3.028563292286185
22115,"Vernon Parish, LA",Vernon Parish,52101,157781,3.028367977582004
40047,"Garfield County, OK",Garfield County,62481,189057,3.0258318528832766
21145,"McCracken County, KY",McCracken County,65292,197555,3.0257152484224714
40147,"Washington County, OK",Washington County,51892,157000,3.025514530178062
28117,"Prentiss County, MS",Prentiss County,25339,76625,3.0239946327795098
28159,"Winston County, MS",Winston County,18519,55996,3.0237053836600247
38027,"Eddy County, ND",Eddy County,2370,7166,3.0236286919831223
13043,"Candler County, GA",Candler County,10962,33115,3.0208903484765552
31149,"Rock County, NE",Rock County,1407,4248,3.0191897654584223
27125,"Red Lake County, MN",Red Lake County,4042,12198,3.0178129638792677
48459,"Upshur County, TX",Upshur County,40295,121595,3.0176200521156473
18055,"Greene County, IN",Greene County,32633,98463,3.0172831183158153
54025,"Greenbrier County, WV",Greenbrier County,35580,107257,3.014530635188308
1021,"Chilton County, AL",Chilton County,43817,132083,3.014423625533469
13199,"Meriwether County, GA",Meriwether County,21195,63838,3.011936777541873
17183,"Vermilion County, IL",Vermilion County,79613,239715,3.011003228116011
51003,"Albemarle County, VA",Albemarle County,104287,313939,3.010336858860644
1071,"Jackson County, AL",Jackson County,52608,158337,3.0097513686131387
22015,"Bossier Parish, LA",Bossier Parish,124720,375347,3.009517318794099
28103,"Noxubee County, MS",Noxubee County,11098,33396,3.009190845197333
18083,"Knox County, IN",Knox County,37956,114215,3.0091421646116556
54051,"Marshall County, WV",Marshall County,32296,97160,3.0084220956155563
18133,"Putnam County, IN",Putnam County,37626,113171,3.0077871684473503
39047,"Fayette County, OH",Fayette County,28719,86374,3.007555973397402
18125,"Pike County, IN",Pike County,12554,37752,3.0071690297913016
13149,"Heard County, GA",Heard County,11571,34786,3.0063088756373695
13287,"Turner County, GA",Turner County,8151,24498,3.0055207949944793
21177,"Muhlenberg County, KY",Muhlenberg County,31216,93813,3.005285750896976
27107,"Norman County, MN",Norman County,6638,19949,3.0052726724917145
54011,"Cabell County, WV",Cabell County,96623,290355,3.005029858315308
38077,"Richland County, ND",Richland County,16329,48987,3
31123,"Morrill County, NE",Morrill County,4843,14528,2.999793516415445
47075,"Haywood County, TN",Haywood County,18129,54372,2.9991725963925204
1085,"Lowndes County, AL",Lowndes County,10565,31686,2.9991481306199717
18071,"Jackson County, IN",Jackson County,43637,130866,2.998968765038843
28099,"Neshoba County, MS",Neshoba County,29474,88321,2.996573251000882
21155,"Marion County, KY",Marion County,19497,58420,2.996358414114992
40111,"Okmulgee County, OK",Okmulgee County,39322,117808,2.995981893087839
20099,"Labette County, KS",Labette County,20833,62413,2.9958719339509434
18139,"Rush County, IN",Rush County,16873,50547,2.9957328275943818
20001,"Allen County, KS",Allen County,12951,38796,2.9955987954598102
18075,"Jay County, IN",Jay County,21196,63444,2.9932062653330815
17051,"Fayette County, IL",Fayette County,22025,65894,2.991782065834279
13213,"Murray County, GA",Murray County,39358,117724,2.991107271710961
31127,"Nemaha County, NE",Nemaha County,7101,21236,2.990564709195888
28113,"Pike County, MS",Pike County,39939,119392,2.9893587721274946
38001,"Adams County, ND",Adams County,2348,7018,2.9889267461669506
20023,"Cheyenne County, KS",Cheyenne County,2679,8006,2.98842851810377
18183,"Whitley County, IN",Whitley County,33354,99661,2.9879774539785333
20127,"Morris County, KS",Morris County,5694,17011,2.9875307341060764
17095,"Knox County, IL",Knox County,51752,154514,2.9856623898593293
13109,"Evans County, GA",Evans County,10733,32044,2.985558557719184
20131,"Nemaha County, KS",Nemaha County,10177,30361,2.98329566669942
13279,"Toombs County, GA",Toombs County,27160,81014,2.982842415316642
21091,"Hancock County, KY",Hancock County,8716,25990,2.981872418540615
51840,"Winchester city, VA",Winchester city,27349,81546,2.9816812314892682
28061,"Jasper County, MS",Jasper County,16538,49273,2.9793808199298586
47141,"Putnam County, TN",Putnam County,74652,222330,2.9782189358624014
46029,"Codington County, SD",Codington County,27886,83048,2.978125224126802
38055,"McLean County, ND",McLean County,9576,28513,2.977548036758563
46067,"Hutchinson County, SD",Hutchinson County,7264,21628,2.977422907488987
19001,"Adair County, IA",Adair County,7330,21820,2.9768076398362893
28139,"Tippah County, MS",Tippah County,22061,65623,2.9746158379039933
20043,"Doniphan County, KS",Doniphan County,7793,23181,2.9745925830873863
13317,"Wilkes County, GA",Wilkes County,9924,29509,2.973498589278517
13019,"Berrien County, GA",Berrien County,18986,56434,2.9724007163172863
47067,"Hancock County, TN",Hancock County,6609,19640,2.9717052504160995
21065,"Estill County, KY",Estill County,14406,42788,2.970151325836457
17107,"Logan County, IL",Logan County,29820,88526,2.968678739101274
31045,"Dawes County, NE",Dawes County,9082,26952,2.967628275710196
39037,"Darke County, OH",Darke County,52185,154833,2.9670020120724345
1055,"Etowah County, AL",Etowah County,103363,306675,2.9669707729071333
20065,"Graham County, KS",Graham County,2577,7644,2.9662398137369035
40035,"Craig County, OK",Craig County,14683,43537,2.965129741878363
1031,"Coffee County, AL",Coffee County,50991,151153,2.964307426800808
28033,"DeSoto County, MS",DeSoto County,170890,506517,2.96399438235122
28129,"Smith County, MS",Smith County,16137,47824,2.963623969758939
21083,"Graves County, KY",Graves County,37379,110770,2.9634286631531075
40151,"Woods County, OK",Woods County,9125,27031,2.9623013698630136
29169,"Pulaski County, MO",Pulaski County,53302,157872,2.9618400810476153
31037,"Colfax County, NE",Colfax County,10499,31086,2.960853414610915
40133,"Seminole County, OK",Seminole County,25403,75214,2.960831397866394
13299,"Ware County, GA",Ware County,35671,105578,2.9597712427462084
47037,"Davidson County, TN",Davidson County,667885,1976571,2.9594481085815674
47077,"Henderson County, TN",Henderson County,27952,82710,2.959001144819691
27069,"Kittson County, MN",Kittson County,4436,13124,2.958521190261497
37087,"Haywood County, NC",Haywood County,59577,176228,2.957987142689293
1095,"Marshall County, AL",Marshall County,94534,279543,2.9570630672562253
27029,"Clearwater County, MN",Clearwater County,8764,25912,2.9566408032861706
31043,"Dakota County, NE",Dakota County,20697,61153,2.954679422138474
21121,"Knox County, KY",Knox County,31740,93779,2.9545998739760555
20039,"Decatur County, KS",Decatur County,2886,8523,2.953222453222453
31159,"Seward County, NE",Seward County,17113,50538,2.953193478641968
47041,"DeKalb County, TN",DeKalb County,19159,56555,2.951876402735007
46109,"Roberts County, SD",Roberts County,10294,30385,2.9517194482222653
20083,"Hodgeman County, KS",Hodgeman County,1919,5663,2.9510161542470037
13081,"Crisp County, GA",Crisp County,23061,68051,2.950912796496249
19035,"Cherokee County, IA",Cherokee County,11752,34679,2.9509019741320626
13125,"Glascock County, GA",Glascock County,3053,9007,2.950212905339011
20197,"Wabaunsee County, KS",Wabaunsee County,6960,20531,2.9498563218390803
1027,"Clay County, AL",Clay County,13483,39771,2.9497144552399317
47013,"Campbell County, TN",Campbell County,40008,117976,2.9488102379524097
47109,"McNairy County, TN",McNairy County,26057,76831,2.9485742794642515
20133,"Neosho County, KS",Neosho County,16358,48229,2.9483433182540653
18059,"Hancock County, IN",Hancock County,71955,212076,2.9473420888055033
18121,"Parke County, IN",Parke County,17033,50202,2.947337521282217
28125,"Sharkey County, MS",Sharkey County,4662,13733,2.945731445731446
47157,"Shelby County, TN",Shelby County,936990,2759917,2.945513826188113
27073,"Lac qui Parle County, MN",Lac qui Parle County,6916,20367,2.9449103528050897
28017,"Chickasaw County, MS",Chickasaw County,17357,51099,2.9439995390908567
38029,"Emmons County, ND",Emmons County,3426,10082,2.942790426152948
31177,"Washington County, NE",Washington County,20338,59845,2.942521388533779
13033,"Burke County, GA",Burke County,22838,67200,2.9424643138628603
46119,"Sully County, SD",Sully County,1456,4280,2.9395604395604398
28045,"Hancock County, MS",Hancock County,46028,135289,2.93927609281307
46069,"Hyde County, SD",Hyde County,1440,4232,2.938888888888889
18043,"Floyd County, IN",Floyd County,76290,224207,2.93887796565736
46115,"Spink County, SD",Spink County,6539,19216,2.9386756384768313
13249,"Schley County, GA",Schley County,5089,14950,2.937708783651012
29195,"Saline County, MO",Saline County,23214,68195,2.9376669251313863
17073,"Henry County, IL",Henry County,49681,145867,2.9360721402548258
40079,"Le Flore County, OK",Le Flore County,49885,146448,2.9357121379172098
13229,"Pierce County, GA",Pierce County,19030,55865,2.93562795585917
48015,"Austin County, TX",Austin County,29107,85444,2.935513793932731
20125,"Montgomery County, KS",Montgomery County,33765,99105,2.93513993780542
19161,"Sac County, IA",Sac County,10034,29450,2.9350209288419373
13001,"Appling County, GA",Appling County,18410,54025,2.934546442151005
20085,"Jackson County, KS",Jackson County,13365,39218,2.9343808454919564
17203,"Woodford County, IL",Woodford County,39123,114801,2.934360861897094
13221,"Oglethorpe County, GA",Oglethorpe County,14743,43252,2.93373126229397
1037,"Coosa County, AL",Coosa County,10864,31859,2.9325294550810015
24021,"Frederick County, MD",Frederick County,243465,713928,2.932363994824718
28101,"Newton County, MS",Newton County,21652,63488,2.9322002586366156
21225,"Union County, KY",Union County,15065,44160,2.931297709923664
17057,"Fulton County, IL",Fulton County,36047,105648,2.9308402918412075
13243,"Randolph County, GA",Randolph County,7224,21169,2.9303709856035436
19091,"Humboldt County, IA",Humboldt County,9607,28149,2.930051004475903
28009,"Benton County, MS",Benton County,8378,24545,2.929696825017904
48299,"Llano County, TX",Llano County,19624,57477,2.9289135752140236
47035,"Cumberland County, TN",Cumberland County,57895,169556,2.9286812332671217
42073,"Lawrence County, PA",Lawrence County,88528,259148,2.9272998373395986
21001,"Adair County, KY",Adair County,19156,56019,2.92435790352892
20063,"Gove County, KS",Gove County,2682,7841,2.923564504101417
51165,"Rockingham County, VA",Rockingham County,78427,229223,2.9227561936577966
39081,"Jefferson County, OH",Jefferson County,67607,197556,2.9221234487553063
18179,"Wells County, IN",Wells County,27836,81335,2.92193562293433
28043,"Grenada County, MS",Grenada County,21518,62850,2.920810484245748
20041,"Dickinson County, KS",Dickinson County,19384,56600,2.919933966157656
28055,"Issaquena County, MS",Issaquena County,1352,3945,2.9178994082840237
48037,"Bowie County, TX",Bowie County,93483,272766,2.917813934084272
48023,"Baylor County, TX",Baylor County,3639,10617,2.9175597691673536
28145,"Union County, MS",Union County,27989,81650,2.9172174782950444
46087,"McCook County, SD",McCook County,5616,16380,2.9166666666666665
48483,"Wheeler County, TX",Wheeler County,5642,16455,2.9165189649060617
47175,"Van Buren County, TN",Van Buren County,5641,16450,2.916149618861904
20165,"Rush County, KS",Rush County,3144,9166,2.9153944020356235
31007,"Banner County, NE",Banner County,793,2311,2.914249684741488
13161,"Jeff Davis County, GA",Jeff Davis County,14953,43567,2.9135959339263025
8121,"Washington County, CO",Washington County,4814,14020,2.912339011217283
20105,"Lincoln County, KS",Lincoln County,3134,9127,2.912252712188896
28115,"Pontotoc County, MS",Pontotoc County,30862,89853,2.911444494848033
29209,"Stone County, MO",Stone County,31197,90812,2.9109209218835144
13175,"Laurens County, GA",Laurens County,47802,139132,2.9105895150830507
20191,"Sumner County, KS",Sumner County,23509,68423,2.910502360797992
1035,"Conecuh County, AL",Conecuh County,12697,36947,2.9098999763723716
13169,"Jones County, GA",Jones County,28701,83478,2.9085397721333752
19177,"Van Buren County, IA",Van Buren County,7380,21465,2.908536585365854
13095,"Dougherty County, GA",Dougherty County,92326,268273,2.905714533284232
21227,"Warren County, KY",Warren County,121066,351695,2.904985710273735
39013,"Belmont County, OH",Belmont County,69228,201070,2.904460622869359
13265,"Taliaferro County, GA",Taliaferro County,1904,5529,2.903886554621849
1121,"Talladega County, AL",Talladega County,81057,235336,2.9033396252020185
31001,"Adams County, NE",Adams County,31536,91544,2.902841197361745
39161,"Van Wert County, OH",Van Wert County,28501,82676,2.9008104978772673
20011,"Bourbon County, KS",Bourbon County,14751,42787,2.900616907328317
55023,"Crawford County, WI",Crawford County,16415,47605,2.900091379835516
20027,"Clay County, KS",Clay County,8346,24195,2.898993529834651
28121,"Rankin County, MS",Rankin County,147930,428795,2.898634489285473
13313,"Whitfield County, GA",Whitfield County,103653,300385,2.8979865512816803
13301,"Warren County, GA",Warren County,5504,15946,2.8971656976744184
20185,"Stafford County, KS",Stafford County,4284,12409,2.896591970121382
47039,"Decatur County, TN",Decatur County,11703,33897,2.8964368110740835
51161,"Roanoke County, VA",Roanoke County,93655,271086,2.894517110672148
31173,"Thurston County, NE",Thurston County,6989,20225,2.8938331664043497
13189,"McDuffie County, GA",McDuffie County,21558,62384,2.893774932739586
20187,"Stanton County, KS",Stanton County,2115,6120,2.893617021276596
21151,"Madison County, KY",Madison County,87324,252635,2.893076359305575
21041,"Carroll County, KY",Carroll County,10776,31167,2.892260579064588
17187,"Warren County, IL",Warren County,17611,50930,2.891942535915053
40145,"Wagoner County, OK",Wagoner County,76190,220246,2.8907468171676074
13079,"Crawford County, GA",Crawford County,12483,36085,2.8907313946967874
38025,"Dunn County, ND",Dunn County,4284,12374,2.888422035480859
39025,"Clermont County, OH",Clermont County,201092,580820,2.888329719730273
40037,"Creek County, OK",Creek County,70931,204848,2.8879897365044904
40119,"Payne County, OK",Payne County,79953,230816,2.8868960514302153
48449,"Titus County, TX",Titus County,32592,94081,2.8866286205203733
1013,"Butler County, AL",Butler County,20280,58522,2.8857001972386587
39027,"Clinton County, OH",Clinton County,41854,120775,2.885626224494672
19085,"Harrison County, IA",Harrison County,14335,41364,2.885524938960586
29043,"Christian County, MO",Christian County,82053,236627,2.883831182284621
27081,"Lincoln County, MN",Lincoln County,5793,16702,2.883134817883653
1099,"Monroe County, AL",Monroe County,21975,63346,2.8826393629124003
39141,"Ross County, OH",Ross County,77193,222481,2.882139572241006
1059,"Franklin County, AL",Franklin County,31573,90995,2.88205111962753
1069,"Houston County, AL",Houston County,103891,299371,2.8815874329826454
20181,"Sherman County, KS",Sherman County,6038,17396,2.8810864524677045
1029,"Cleburne County, AL",Cleburne County,14991,43171,2.8797945433927024
48401,"Rusk County, TX",Rusk County,53197,153191,2.879692463860744
20013,"Brown County, KS",Brown County,9810,28247,2.8794087665647297
31109,"Lancaster County, NE",Lancaster County,301707,868653,2.8791277630283685
28141,"Tishomingo County, MS",Tishomingo County,19503,56148,2.8789417012767267
27077,"Lake of the Woods County, MN",Lake of the Woods County,3901,11224,2.8772109715457574
1107,"Pickens County, AL",Pickens County,20042,57665,2.877207863486678
47049,"Fentress County, TN",Fentress County,17936,51593,2.8765053523639605
20195,"Trego County, KS",Trego County,2927,8418,2.875982234369662
20201,"Washington County, KS",Washington County,5613,16141,2.875645822198468
48263,"Kent County, TX",Kent County,667,1918,2.8755622188905545
40125,"Pottawatomie County, OK",Pottawatomie County,71551,205748,2.8755433187516597
40085,"Love County, OK",Love County,9768,28087,2.8754095004095004
39021,"Champaign County, OH",Champaign County,39175,112635,2.8751754945756223
39091,"Logan County, OH",Logan County,45388,130324,2.871331629505596
20015,"Butler County, KS",Butler County,66264,190194,2.8702462875769648
28015,"Carroll County, MS",Carroll County,10301,29564,2.8700126201339677
47085,"Humphreys County, TN",Humphreys County,18216,52277,2.8698397013614403
21093,"Hardin County, KY",Hardin County,107573,308638,2.8691028417911557
13219,"Oconee County, GA",Oconee County,35071,100558,2.8672692537994355
13065,"Clinch County, GA",Clinch County,6814,19526,2.8655708834751983
21211,"Shelby County, KY",Shelby County,44967,128833,2.8650565970600663
8115,"Sedgwick County, CO",Sedgwick County,2367,6777,2.8631178707224336
1025,"Clarke County, AL",Clarke County,24847,71101,2.861552702539542
38071,"Ramsey County, ND",Ramsey County,11578,33101,2.8589566419070653
29047,"Clay County, MO",Clay County,233135,666363,2.858270958886482
40101,"Muskogee County, OK",Muskogee County,69939,199817,2.8570182587683552
13101,"Echols County, GA",Echols County,4025,11498,2.856645962732919
39067,"Harrison County, OH",Harrison County,15521,44333,2.8563236904838605
1115,"St. Clair County, AL",St. Clair County,86576,247151,2.854728793199039
31103,"Keya Paha County, NE",Keya Paha County,736,2101,2.854619565217391
21035,"Calloway County, KY",Calloway County,38302,109330,2.8544201347188136
18177,"Wayne County, IN",Wayne County,67423,192449,2.8543523723358497
27045,"Fillmore County, MN",Fillmore County,20877,59558,2.8528045217224696
13147,"Hart County, GA",Hart County,25518,72795,2.8526922172584057
39107,"Mercer County, OH",Mercer County,40886,116611,2.8521009636550407
31089,"Holt County, NE",Holt County,10360,29545,2.851833976833977
47097,"Lauderdale County, TN",Lauderdale County,27261,77740,2.8516928946113493
13225,"Peach County, GA",Peach County,26907,76725,2.851488460251979
27051,"Grant County, MN",Grant County,5943,16945,2.851253575635201
29095,"Jackson County, MO",Jackson County,683643,1948847,2.850679375053939
51640,"Galax city, VA",Galax city,6858,19541,2.8493729950422866
1045,"Dale County, AL",Dale County,49607,141302,2.848428649182575
19023,"Butler County, IA",Butler County,14933,42535,2.848389472979308
18129,"Posey County, IN",Posey County,25527,72670,2.84678967367885
21191,"Pendleton County, KY",Pendleton County,14509,41301,2.846577986077607
46057,"Hamlin County, SD",Hamlin County,5995,17064,2.846371976647206
21235,"Whitley County, KY",Whitley County,35842,102009,2.84607443781039
1001,"Autauga County, AL",Autauga County,55049,156670,2.846009918436302
31131,"Otoe County, NE",Otoe County,15890,45196,2.84430459408433
13107,"Emanuel County, GA",Emanuel County,22723,64620,2.8438146371517847
55029,"Door County, WI",Door County,27669,78684,2.843760164805378
55077,"Marquette County, WI",Marquette County,15082,42881,2.843190558281395
21009,"Barren County, KY",Barren County,43287,122854,2.8381269203224986
20129,"Morton County, KS",Morton County,3033,8607,2.837784371909001
20047,"Edwards County, KS",Edwards County,2975,8441,2.837310924369748
21189,"Owsley County, KY",Owsley County,4552,12913,2.836775043936731
40083,"Logan County, OK",Logan County,45171,128040,2.834561997741914
48077,"Clay County, TX",Clay County,10367,29382,2.8341853959679755
54075,"Pocahontas County, WV",Pocahontas County,8620,24428,2.833874709976798
46015,"Brule County, SD",Brule County,5312,15052,2.8335843373493974
27005,"Becker County, MN",Becker County,33375,94522,2.832119850187266
18063,"Hendricks County, IN",Hendricks County,155817,441065,2.8306603258951206
39117,"Morrow County, OH",Morrow County,35032,99163,2.830640557204841
20135,"Ness County, KS",Ness County,3047,8619,2.828683951427634
18169,"Wabash County, IN",Wabash County,32177,90999,2.8280759548746
31111,"Lincoln County, NE",Lincoln County,35777,101172,2.827850294882187
47061,"Grundy County, TN",Grundy County,13494,38158,2.8277753075440937
54035,"Jackson County, WV",Jackson County,29199,82565,2.8276653310044866
31135,"Perkins County, NE",Perkins County,2911,8231,2.827550669872896
1047,"Dallas County, AL",Dallas County,41426,117096,2.82663061845218
13127,"Glynn County, GA",Glynn County,82623,233497,2.82605327814289
47071,"Hardin County, TN",Hardin County,25839,73014,2.825728549866481
27155,"Traverse County, MN",Traverse County,3397,9597,2.8251398292611127
54015,"Clay County, WV",Clay County,9033,25518,2.8249750913317833
48009,"Archer County, TX",Archer County,8750,24692,2.821942857142857
13061,"Clay County, GA",Clay County,3068,8656,2.821382007822686
20115,"Marion County, KS",Marion County,12213,34447,2.8205191189715877
24043,"Washington County, MD",Washington County,149571,421856,2.8204397911359824
13075,"Cook County, GA",Cook County,17103,48234,2.820206981231363
40009,"Beckham County, OK",Beckham County,23290,65671,2.81970802919708
17019,"Champaign County, IL",Champaign County,206420,581804,2.8185447146594322
21217,"Taylor County, KY",Taylor County,25315,71293,2.8162354335374284
48337,"Montague County, TX",Montague County,19384,54546,2.813970284770945
18069,"Huntington County, IN",Huntington County,36696,103255,2.813794419010246
21077,"Gallatin County, KY",Gallatin County,8543,24032,2.8130633267002225
13297,"Walton County, GA",Walton County,87436,245921,2.812582917791299
47025,"Claiborne County, TN",Claiborne County,31701,89098,2.810573798933788
13123,"Gilmer County, GA",Gilmer County,28956,81351,2.809469539991712
20089,"Jewell County, KS",Jewell County,3003,8435,2.808857808857809
1111,"Randolph County, AL",Randolph County,22615,63519,2.8087110325005527
55049,"Iowa County, WI",Iowa County,23751,66701,2.8083449117931876
46089,"McPherson County, SD",McPherson County,2252,6324,2.808170515097691
46055,"Haakon County, SD",Haakon County,2073,5821,2.808007718282682
56033,"Sheridan County, WY",Sheridan County,29924,84022,2.8078465445796015
18005,"Bartholomew County, IN",Bartholomew County,80203,225047,2.8059673578295077
47167,"Tipton County, TN",Tipton County,61558,172724,2.8058741349621497
39039,"Defiance County, OH",Defiance County,38488,107982,2.805601745998753
13209,"Montgomery County, GA",Montgomery County,9005,25262,2.805330372015547
13105,"Elbert County, GA",Elbert County,19394,54403,2.8051459214189958
13191,"McIntosh County, GA",McIntosh County,13941,39094,2.8042464672548597
39011,"Auglaize County, OH",Auglaize County,45871,128556,2.8025549911708922
13029,"Bryan County, GA",Bryan County,34104,95535,2.8012843068261786
21135,"Lewis County, KY",Lewis County,13646,38217,2.8006009086911914
27093,"Meeker County, MN",Meeker County,23094,64656,2.799688230709275
39149,"Shelby County, OH",Shelby County,48949,137023,2.7993013136121268
20037,"Crawford County, KS",Crawford County,39281,109959,2.799292278709809
37099,"Jackson County, NC",Jackson County,41227,115350,2.797923690785165
21085,"Grayson County, KY",Grayson County,26092,72999,2.797754100873831
13195,"Madison County, GA",Madison County,28362,79343,2.797510753825541
31155,"Saunders County, NE",Saunders County,20946,58587,2.797049556001146
13093,"Dooly County, GA",Dooly County,14089,39397,2.7962949819007736
18019,"Clark County, IN",Clark County,113993,318733,2.7960751975998526
39019,"Carroll County, OH",Carroll County,28108,78564,2.795076134908211
13129,"Gordon County, GA",Gordon County,56079,156733,2.794860821341322
13261,"Sumter County, GA",Sumter County,31070,86836,2.7948503379465723
21169,"Metcalfe County, KY",Metcalfe County,9983,27898,2.7945507362516278
13241,"Rabun County, GA",Rabun County,16312,45577,2.7940779794016675
18015,"Carroll County, IN",Carroll County,20007,55897,2.7938721447493378
18167,"Vigo County, IN",Vigo County,108099,301797,2.791857463991341
19165,"Shelby County, IA",Shelby County,11944,33338,2.7911922304085732
13083,"Dade County, GA",Dade County,16356,45647,2.790841281486916
31025,"Cass County, NE",Cass County,25463,71059,2.7906766681066646
13211,"Morgan County, GA",Morgan County,17943,50073,2.7906704564454103
27007,"Beltrami County, MN",Beltrami County,45644,127372,2.790552975199369
12065,"Jefferson County, FL",Jefferson County,14082,39289,2.790015622780855
19141,"O'Brien County, IA",O'Brien County,14055,39187,2.7881181074350763
40109,"Oklahoma County, OK",Oklahoma County,764698,2131967,2.7879855838514027
5131,"Sebastian County, AR",Sebastian County,127351,355044,2.7879168597027113
13173,"Lanier County, GA",Lanier County,10382,28944,2.7879021383163165
13159,"Jasper County, GA",Jasper County,13571,37823,2.7870459067128435
46035,"Davison County, SD",Davison County,19824,55205,2.7847558514931396
46091,"Marshall County, SD",Marshall County,4743,13208,2.7847353995361583
20067,"Grant County, KS",Grant County,7748,21567,2.783557046979866
18057,"Hamilton County, IN",Hamilton County,303042,843501,2.783445858989843
13025,"Brantley County, GA",Brantley County,18403,51205,2.782426778242678
20095,"Kingman County, KS",Kingman County,7697,21413,2.7819929842795896
39115,"Morgan County, OH",Morgan County,14857,41329,2.7817863633304167
20017,"Chase County, KS",Chase County,2694,7494,2.7817371937639197
39175,"Wyandot County, OH",Wyandot County,22359,62184,2.781161948208775
48213,"Henderson County, TX",Henderson County,79213,220302,2.7811344097559743
18095,"Madison County, IN",Madison County,129862,361078,2.780474657713573
47007,"Bledsoe County, TN",Bledsoe County,14073,39097,2.778156754068074
22087,"St. Bernard Parish, LA",St. Bernard Parish,44091,122460,2.7774375722936653
20113,"McPherson County, KS",McPherson County,29164,80971,2.7764024139349885
19151,"Pocahontas County, IA",Pocahontas County,7061,19603,2.776235660671293
19037,"Chickasaw County, IA",Chickasaw County,12164,33770,2.7762249260111806
28071,"Lafayette County, MS",Lafayette County,52193,144898,2.7761960416147757
20035,"Cowley County, KS",Cowley County,35977,99869,2.7759123884704118
28123,"Scott County, MS",Scott County,28268,78421,2.7741969718409507
47181,"Wayne County, TN",Wayne County,16842,46703,2.7730079562997267
46117,"Stanley County, SD",Stanley County,2964,8216,2.7719298245614037
51770,"Roanoke city, VA",Roanoke city,99329,275309,2.771688026658881
1053,"Escambia County, AL",Escambia County,37875,104946,2.7708514851485146
20167,"Russell County, KS",Russell County,6988,19361,2.770606754436176
17179,"Tazewell County, IL",Tazewell County,135400,374978,2.7694091580502214
40027,"Cleveland County, OK",Cleveland County,271818,751927,2.766288472433761
1117,"Shelby County, AL",Shelby County,205951,569702,2.7662016693291123
20077,"Harper County, KS",Harper County,5798,16035,2.765608830631252
21147,"McCreary County, KY",McCreary County,17850,49366,2.7656022408963588
20169,"Saline County, KS",Saline County,55547,153609,2.7653878697319385
42051,"Fayette County, PA",Fayette County,134229,371189,2.765341319685016
48301,"Loving County, TX",Loving County,76,210,2.763157894736842
21029,"Bullitt County, KY",Bullitt County,77727,214754,2.7629266535438135
18053,"Grant County, IN",Grant County,68269,188622,2.7629231422754104
1051,"Elmore County, AL",Elmore County,80957,223660,2.7627011870499154
1113,"Russell County, AL",Russell County,58636,161960,2.762125656593219
13071,"Colquitt County, GA",Colquitt County,46002,127045,2.7617277509673492
1039,"Covington County, AL",Covington County,37729,104197,2.7617217524980786
13155,"Irwin County, GA",Irwin County,9365,25847,2.7599572877736254
21021,"Boyle County, KY",Boyle County,29650,81803,2.758954468802698
13207,"Monroe County, GA",Monroe County,27044,74601,2.7585046590741014
28011,"Bolivar County, MS",Bolivar County,33615,92722,2.758351926223412
21059,"Daviess County, KY",Daviess County,98724,272258,2.7577691341517765
5113,"Polk County, AR",Polk County,20290,55953,2.7576638738294728
13163,"Jefferson County, GA",Jefferson County,16201,44630,2.7547682241836924
46013,"Brown County, SD",Brown County,38430,105858,2.754566744730679
19051,"Davis County, IA",Davis County,8768,24140,2.753193430656934
28109,"Pearl River County, MS",Pearl River County,55167,151882,2.753131401018725
8057,"Jackson County, CO",Jackson County,1306,3594,2.7519142419601836
51133,"Northumberland County, VA",Northumberland County,12272,33757,2.7507333767926987
54071,"Pendleton County, WV",Pendleton County,7291,20051,2.7501028665477985
27021,"Cass County, MN",Cass County,28633,78742,2.7500436559214894
1063,"Greene County, AL",Greene County,8587,23606,2.7490392453709096
46107,"Potter County, SD",Potter County,2306,6339,2.748915871639202
46025,"Clark County, SD",Clark County,3639,10000,2.7480076944215446
28151,"Washington County, MS",Washington County,48824,133923,2.7429747665082744
55021,"Columbia County, WI",Columbia County,56650,155384,2.7428773168578995
46017,"Buffalo County, SD",Buffalo County,2052,5628,2.742690058479532
27015,"Brown County, MN",Brown County,25327,69463,2.7426461878627553
17101,"Lawrence County, IL",Lawrence County,16582,45470,2.742130020504161
47171,"Unicoi County, TN",Unicoi County,17945,49196,2.7414878796322095
55141,"Wood County, WI",Wood County,73621,201775,2.7407261515056844
39165,"Warren County, OH",Warren County,222184,608820,2.7401613077449323
54031,"Hardy County, WV",Hardy County,13942,38203,2.7401377133840197
46065,"Hughes County, SD",Hughes County,17518,47996,2.739810480648476
47069,"Hardeman County, TN",Hardeman County,25975,71164,2.7397112608277188
13153,"Houston County, GA",Houston County,149137,408422,2.7385692349986925
21063,"Elliott County, KY",Elliott County,7661,20977,2.7381542879519647
