latitude,longitude,Emissions
42.472937,-91.366767,"36,053"
40.915339,-91.186925,"93,485"
43.389611,-95.196057,"41,504"
42.463481,-90.878771,"179,938"
43.377984,-94.66937,"25,560"
42.864122,-91.840376,"43,612"
43.052741,-92.787367,"42,956"
42.736549,-93.271425,"27,738"
40.74259,-95.599182,"19,195"
42.042494,-94.388703,"20,904"
42.403323,-92.790261,"30,780"
41.683573,-94.501272,"26,011"
42.390768,-93.709198,"39,094"
43.075411,-93.743697,"25,894"
42.390208,-93.241669,"38,005"
41.688584,-95.827149,"41,364"
40.985864,-91.54427,"47,667"
43.365312,-92.321908,"20,631"
42.782221,-94.202775,"28,149"
42.39186,-95.507421,"21,530"
41.683918,-92.059123,"42,327"
42.164281,-90.574596,"42,598"
41.685551,-93.054147,"99,190"
41.006384,-91.96744,"47,197"
41.668877,-91.588924,"271,111"
42.125118,-91.116914,"49,098"
41.331182,-92.167721,"26,988"
43.212478,-94.213983,"39,530"
40.647588,-91.477157,"107,552"
42.077951,-91.597674,"402,604"
41.218211,-91.256994,"27,328"
41.033344,-93.331467,"22,612"
43.38358,-96.207201,"41,753"
41.330622,-94.015184,"39,795"
41.330797,-92.636366,"59,617"
41.331455,-93.093849,"76,970"
42.041691,-92.981452,"85,621"
41.033703,-95.619101,"34,499"
43.348564,-92.784466,"24,226"
42.049432,-95.956566,"28,423"
41.028847,-92.869642,"26,335"
41.021735,-95.15779,"27,423"
41.483776,-91.118699,"108,749"
43.083746,-95.625624,"39,187"
43.378542,-95.633788,"15,565"
40.73909,-95.14429,"48,660"
43.075337,-94.669055,"23,863"
42.737585,-96.215864,"65,936"
42.734033,-94.678279,"19,603"
41.684816,-93.568971,"1,250,068"
41.340184,-95.544905,"201,984"
41.684526,-92.522882,"43,730"
40.735334,-94.244251,"12,011"
42.387526,-95.105224,"29,450"
41.642079,-90.622289,"359,516"
41.679014,-95.308917,"33,338"
43.082646,-96.17801,"85,714"
42.037538,-93.466093,"167,872"
42.074848,-92.529411,"41,435"
40.737949,-94.697108,"23,895"
41.02855,-94.245091,"30,685"
40.754117,-91.952943,"21,465"
41.031263,-92.409482,"77,767"
41.336862,-93.564222,"110,036"
41.329401,-91.725052,"51,005"
40.739983,-93.332613,"15,014"
42.433579,-94.175831,"89,579"
43.378124,-93.743488,"25,410"
43.292989,-91.850788,"43,515"
42.39322,-96.053296,"214,603"
43.373491,-93.248533,"17,185"
42.733007,-93.734735,"33,471"
37.884228,-95.300945,"38,796"
38.215114,-95.292046,"24,893"
39.532544,-95.313397,"43,678"
37.222906,-98.685052,"10,750"
38.481239,-98.767837,"73,133"
37.8561,-94.850928,"42,787"
39.825931,-95.569905,"28,247"
37.773649,-96.83884,"190,194"
38.299475,-96.594029,"7,494"
37.154259,-96.245396,"9,402"
37.169392,-94.845698,"64,289"
39.789918,-101.727326,"8,006"
37.233831,-99.813869,"5,697"
39.344964,-97.168853,"24,195"
39.487329,-97.64139,"24,271"
38.23645,-95.729137,"27,915"
37.181442,-99.251293,"4,189"
37.234507,-96.837247,"99,869"
37.50582,-94.853897,"109,959"
39.783542,-100.459708,"8,523"
38.867735,-97.157943,"56,600"
39.788502,-95.147225,"23,181"
38.896415,-95.290946,"256,613"
37.883595,-99.304746,"8,441"
37.456026,-96.244642,"8,726"
38.914596,-99.317329,"71,803"
38.700845,-98.205355,"15,952"
38.049808,-100.739967,"80,771"
37.688416,-99.884748,"72,785"
38.558019,-95.278962,"83,106"
39.002156,-96.768037,"75,987"
38.917239,-100.48736,"7,841"
39.354972,-99.879894,"7,644"
37.547537,-101.299362,"21,567"
37.744513,-100.451716,"14,694"
38.480404,-101.80597,"3,138"
37.879347,-96.241732,"19,482"
37.995244,-101.793689,"6,048"
37.188184,-98.06659,"16,035"
38.050144,-97.436706,"92,903"
37.554979,-100.879952,"9,219"
38.087493,-99.898407,"5,663"
39.411145,-95.794485,"39,218"
39.239644,-95.375314,"58,902"
39.77701,-98.222584,"8,435"
38.883907,-94.82233,"1,743,663"
37.994461,-101.308136,"9,190"
37.552951,-98.144529,"21,413"
37.561231,-99.286539,"6,240"
37.191468,-95.297473,"62,413"
38.481286,-100.466185,"4,545"
39.189511,-95.038977,"197,008"
39.047276,-98.214265,"9,127"
38.216549,-94.844932,"37,283"
38.913269,-101.157407,"7,584"
38.455498,-96.161589,"90,228"
38.395812,-97.647489,"80,971"
38.359647,-97.102771,"34,447"
39.782709,-96.521243,"30,401"
37.243886,-100.360094,"11,235"
38.566772,-94.832963,"128,220"
39.393026,-98.207362,"16,777"
37.189537,-95.742403,"99,105"
38.688204,-96.651448,"17,011"
37.185249,-101.809516,"8,607"
39.791043,-96.005381,"30,361"
37.564283,-95.315683,"48,229"
38.480437,-99.908745,"8,619"
39.783867,-99.899235,"13,181"
38.648409,-95.707596,"48,764"
39.348261,-98.767942,"9,952"
39.137963,-97.654802,"18,515"
38.181477,-99.234772,"17,620"
39.784506,-99.34215,"14,826"
39.382187,-96.337113,"58,631"
37.647594,-98.74012,"22,339"
39.786198,-101.076738,"7,765"
37.948185,-98.078346,"167,868"
39.82891,-97.650921,"12,398"
38.347178,-98.201415,"25,972"
39.291211,-96.727489,"157,660"
39.346006,-99.324492,"13,425"
38.523592,-99.309183,"9,166"
38.91604,-98.770949,"19,361"
38.786327,-97.650153,"153,609"
38.481877,-100.90636,"13,387"
37.681045,-97.461054,"1,324,344"
37.180623,-100.854932,"48,103"
39.041805,-95.755664,"458,491"
39.350542,-100.441206,"7,674"
39.351352,-101.719859,"17,396"
39.78466,-98.785429,"10,129"
38.03563,-98.719889,"12,409"
37.565932,-101.789383,"6,120"
37.200969,-101.317577,"14,275"
37.236662,-97.493352,"68,423"
39.357706,-101.083438,"21,178"
38.921302,-99.865423,"8,418"
38.955154,-96.201262,"20,531"
38.926626,-101.771103,"3,786"
39.776714,-97.095611,"16,141"
38.481922,-101.347434,"5,604"
37.558515,-95.745175,"27,509"
37.888197,-95.758489,"10,875"
39.115384,-94.763087,"402,115"
37.105559,-85.28138,"56,019"
36.75077,-86.192458,"61,869"
38.005396,-84.986417,"74,803"
37.051323,-89.010367,"29,632"
36.963671,-85.925162,"122,854"
38.152249,-83.737641,"37,476"
36.72268,-83.681046,"92,152"
38.974595,-84.731431,"315,855"
38.202562,-84.20986,"63,528"
38.360004,-82.681406,"154,703"
37.618104,-84.868352,"81,803"
38.680365,-84.115235,"28,863"
37.506632,-83.28304,"44,064"
37.777988,-86.432919,"51,063"
37.969928,-85.702641,"214,754"
37.207013,-86.682471,"44,733"
37.148642,-87.870509,"43,694"
36.620978,-88.274086,"109,330"
38.946981,-84.379583,"247,165"
36.857726,-88.975757,"17,471"
38.668394,-85.124024,"31,167"
38.309549,-83.048796,"90,203"
37.321962,-84.92822,"49,026"
36.892059,-87.492986,"191,687"
37.970133,-84.144974,"110,441"
37.157317,-83.718433,"66,517"
36.727258,-85.136098,"25,906"
37.358149,-88.10501,"30,170"
36.784224,-85.393507,"18,381"
37.731671,-87.087139,"272,258"
37.227514,-86.218015,"42,373"
38.115438,-83.097209,"20,977"
37.692449,-83.963983,"42,788"
38.040676,-84.458274,"831,756"
38.368431,-83.706152,"47,591"
37.559878,-82.743361,"132,203"
38.234919,-84.868786,"153,396"
36.552511,-89.187659,"20,273"
38.760103,-84.862153,"24,032"
37.630162,-84.545856,"60,244"
38.64916,-84.625927,"64,788"
36.723344,-88.649897,"110,770"
37.458577,-86.344011,"72,999"
37.269637,-85.561403,"33,873"
38.563562,-82.93382,"117,365"
37.843325,-86.792761,"25,990"
37.695836,-85.963183,"308,638"
36.859223,-83.221497,"102,721"
38.444578,-84.334131,"56,448"
37.316435,-85.8791,"61,729"
37.792542,-87.572577,"142,631"
38.451585,-85.11989,"50,604"
36.675896,-88.972084,"15,954"
37.31107,-87.542196,"141,820"
37.403458,-84.020576,"44,545"
38.189532,-85.657624,"1,965,489"
37.873291,-84.58396,"157,126"
37.84926,-82.830639,"75,668"
38.930503,-84.533438,"409,959"
37.359724,-82.945724,"50,519"
36.887476,-83.85563,"93,779"
37.544462,-85.696841,"46,536"
37.113268,-84.119395,"211,763"
38.074457,-82.738302,"50,532"
37.608116,-83.719248,"22,601"
37.087846,-83.388617,"37,486"
37.118536,-82.861251,"93,147"
38.552152,-83.376774,"38,217"
37.457174,-84.658335,"82,625"
37.209517,-88.363426,"30,425"
36.859829,-86.881436,"85,593"
37.023976,-88.083391,"27,342"
37.053683,-88.712366,"197,555"
36.731136,-84.491052,"49,366"
37.526707,-87.265597,"31,635"
37.723592,-84.276998,"252,635"
37.698953,-83.069716,"41,941"
37.552604,-85.268959,"58,420"
36.882017,-88.332752,"104,580"
37.796774,-82.506623,"38,276"
38.594137,-83.828125,"53,810"
37.967476,-86.200863,"78,373"
37.950665,-83.597515,"17,213"
37.812085,-84.879694,"73,309"
36.992515,-85.633598,"27,898"
36.714077,-85.713508,"32,605"
38.038138,-83.912337,"84,680"
37.92294,-83.258944,"34,051"
37.213816,-87.134092,"93,813"
37.803188,-85.465955,"150,367"
38.337132,-84.025554,"22,705"
37.477859,-86.844871,"74,386"
38.400127,-85.456152,"170,434"
38.499394,-84.84159,"32,560"
37.423614,-83.691628,"12,913"
38.696284,-84.351944,"41,301"
37.241282,-83.217772,"99,269"
37.486031,-82.410913,"247,627"
37.800629,-83.820015,"32,354"
37.108312,-84.579986,"206,631"
38.513473,-84.06423,"7,531"
37.36105,-84.314368,"59,085"
38.20425,-83.42807,"65,983"
36.990605,-85.054874,"55,836"
38.289882,-84.579376,"156,922"
38.239028,-85.228266,"128,833"
36.740947,-86.581746,"55,822"
38.024903,-85.316765,"56,815"
37.366184,-85.327836,"71,293"
36.840338,-87.183642,"37,790"
36.807681,-87.858652,"51,551"
38.62004,-85.351208,"31,000"
37.658029,-87.95165,"44,160"
36.995634,-86.423579,"351,695"
37.754209,-85.175416,"37,758"
36.802011,-84.83044,"52,384"
37.51946,-87.68479,"42,294"
36.758024,-84.144648,"102,009"
37.743774,-83.495068,"18,223"
38.043103,-84.748863,"82,186"
30.291497,-92.411037,"128,047"
30.652744,-92.819605,"43,424"
30.206444,-90.912502,"253,365"
29.898853,-91.052465,"51,613"
31.088503,-91.983275,"130,592"
30.645018,-93.340253,"76,841"
32.340952,-93.041151,"34,359"
32.695851,-93.616132,"375,347"
32.577195,-93.882423,"778,985"
30.229559,-93.358015,"657,169"
32.101219,-92.114231,"21,367"
29.871812,-93.164948,"18,043"
31.666517,-91.846703,"22,839"
32.827043,-92.989767,"33,873"
31.469805,-91.626314,"44,417"
32.059248,-93.740797,"88,762"
30.54393,-91.093131,"1,009,326"
32.73017,-91.234141,"12,939"
30.839784,-91.043434,"45,853"
30.720693,-92.404086,"103,290"
32.139076,-91.672371,"43,034"
31.597787,-92.561716,"68,474"
29.606013,-91.842706,"154,790"
30.270628,-91.365848,"63,690"
32.30429,-92.5617,"34,871"
29.5033,-90.036231,"866,507"
30.269529,-92.816221,"69,518"
30.206507,-92.06417,"557,367"
29.491992,-90.394849,"209,091"
31.680083,-92.161596,"33,254"
32.601823,-92.662303,"96,283"
30.440419,-90.727474,"322,078"
32.341375,-91.242023,"20,908"
32.820008,-91.800399,"57,603"
31.732551,-93.082611,"82,534"
30.05342,-89.934502,"772,118"
32.477664,-92.154848,"330,352"
29.402337,-89.298489,"51,600"
30.708319,-91.604621,"52,078"
31.193204,-92.535953,"441,049"
32.101213,-93.34905,"30,636"
32.413158,-91.748353,"43,859"
31.560402,-93.559579,"81,331"
29.91811,-89.263494,"122,460"
29.905722,-90.357855,"166,491"
30.822539,-90.708307,"24,405"
30.024777,-90.793956,"47,381"
30.147307,-90.485674,"94,374"
30.583441,-91.989274,"180,260"
30.121433,-91.611481,"125,436"
29.629349,-91.463804,"176,768"
30.410022,-89.951962,"533,778"
30.62158,-90.406633,"283,664"
32.001489,-91.342576,"10,010"
29.33413,-90.843674,"218,767"
32.829349,-92.37565,"46,746"
29.789722,-92.291568,"137,407"
31.110563,-93.18152,"157,781"
30.852144,-90.046253,"101,985"
32.732152,-93.339825,"82,490"
30.464052,-91.309808,"54,994"
32.79248,-91.451998,"23,979"
30.872701,-91.421008,"25,862"
31.941187,-92.641269,"34,496"
44.167681,-70.207435,"73,717"
46.727082,-68.649426,"49,264"
43.808348,-70.330375,"186,960"
44.973012,-70.444727,"20,512"
44.564906,-68.370703,"36,942"
44.417012,-69.765764,"86,494"
44.042045,-69.038514,"27,894"
43.994263,-69.514038,"26,044"
44.4945,-70.734421,"36,671"
45.409279,-68.666598,"98,865"
45.917685,-69.104536,"12,876"
43.916645,-69.844326,"26,930"
45.507482,-69.97604,"38,453"
44.505834,-69.138952,"28,917"
44.967009,-67.609354,"20,561"
43.426019,-70.668425,"153,198"
39.612313,-78.703104,"182,396"
38.993579,-76.56048,"926,081"
39.443167,-76.616569,"1,150,828"
38.522611,-76.529493,"168,198"
38.871531,-75.831662,"55,220"
39.563301,-77.015368,"281,970"
39.562354,-75.941585,"155,216"
38.472853,-77.015427,"266,039"
38.429196,-76.047433,"55,933"
39.470429,-77.397624,"713,928"
39.547299,-79.274619,"81,224"
39.537429,-76.299789,"394,128"
39.252264,-76.924406,"470,764"
39.241279,-76.125987,"32,915"
39.137381,-77.203063,"2,467,661"
38.82588,-76.847272,"1,265,373"
39.040693,-76.082405,"86,613"
38.220289,-76.530384,"187,815"
38.07445,-75.853323,"34,964"
38.748352,-76.17848,"71,659"
39.603621,-77.814671,"421,856"
38.367375,-75.632089,"157,689"
38.222133,-75.309931,"88,559"
39.300032,-76.610476,"792,386"
41.799014,-70.21188,"182,445"
42.375314,-73.213948,"95,391"
41.746863,-71.090509,"376,688"
41.38097,-70.701499,"13,338"
42.642711,-70.865107,"519,026"
42.584504,-72.591792,"56,380"
42.136198,-72.635648,"350,382"
42.339459,-72.663694,"110,880"
42.481711,-71.394917,"1,026,424"
41.305878,-70.14191,"9,186"
42.17175,-71.181115,"476,917"
41.987196,-70.741942,"376,093"
42.33196,-71.020173,"402,098"
42.311693,-71.940282,"607,804"
44.682535,-82.83408,"20,885"
47.080077,-86.564108,"13,499"
42.595787,-86.634745,"207,176"
44.894954,-83.426574,"44,807"
45.005455,-85.175639,"46,735"
44.036833,-83.740675,"31,107"
46.695859,-88.36181,"12,796"
42.582811,-85.31455,"116,499"
43.699711,-83.978701,"203,440"
44.648621,-86.494317,"32,839"
41.792639,-86.741822,"360,217"
41.918455,-85.066885,"77,744"
42.24299,-85.012385,"245,754"
41.916966,-86.000257,"135,321"
45.513164,-85.450392,"47,965"
45.47612,-84.495271,"46,949"
46.321819,-84.52063,"57,146"
43.991137,-84.838325,"62,982"
42.950455,-84.591695,"146,517"
44.680208,-84.611132,"26,508"
45.805229,-86.901938,"63,775"
46.012823,-87.866119,"42,367"
42.589614,-84.846524,"204,607"
45.590094,-84.986822,"60,622"
43.021077,-83.706372,"851,848"
43.98975,-84.389816,"51,222"
46.488054,-89.788314,"26,173"
44.718688,-85.553848,"152,816"
43.292326,-84.60469,"71,097"
41.864475,-84.642409,"90,381"
46.998431,-88.651908,"52,602"
43.907616,-82.857045,"64,381"
42.603534,-84.373811,"481,133"
42.94465,-85.073766,"108,611"
44.329482,-82.849447,"50,794"
46.170254,-88.540526,"16,905"
43.645233,-84.839424,"112,278"
42.248474,-84.420868,"306,711"
42.246266,-85.532854,"494,731"
44.678881,-85.088992,"32,675"
43.032497,-85.547446,"945,814"
47.681974,-88.148797,"4,165"
43.995187,-85.8114,"21,045"
43.088633,-83.224325,"175,933"
45.146182,-86.051574,"42,733"
41.896109,-84.07435,"186,371"
42.602532,-83.911718,"356,189"
46.940602,-85.582368,"9,818"
46.167868,-85.303762,"23,289"
42.671467,-82.910869,"1,478,731"
44.350385,-86.602967,"43,324"
46.656596,-87.584028,"101,453"
43.996636,-86.750814,"54,940"
43.635295,-85.332751,"70,621"
45.538237,-87.492949,"42,969"
43.648203,-84.379414,"167,464"
44.325424,-85.085471,"27,422"
41.916097,-83.487106,"294,307"
43.312782,-85.149468,"109,939"
45.024134,-84.130107,"16,936"
43.289258,-86.751892,"278,564"
43.562709,-85.791423,"92,019"
42.660452,-83.38421,"2,274,367"
43.647255,-86.807575,"50,820"
44.33328,-84.128073,"45,893"
47.216604,-89.500461,"12,645"
43.997552,-85.322283,"43,741"
44.687257,-84.126905,"15,685"
45.021787,-84.576603,"42,647"
42.942461,-86.654946,"394,720"
45.489515,-83.384019,"24,769"
44.339517,-84.611271,"50,293"
43.328267,-84.05541,"404,012"
42.928803,-82.668913,"296,930"
41.911488,-85.52287,"121,329"
43.449155,-82.642815,"80,657"
46.021122,-86.197029,"12,310"
42.951545,-84.146352,"150,553"
43.487902,-83.436618,"104,440"
42.28215,-86.306076,"148,875"
42.252327,-83.844634,"659,460"
42.284664,-83.261953,"3,190,673"
44.331375,-85.570046,"57,390"
46.602446,-93.41976,"40,102"
45.27411,-93.242723,"579,006"
46.937629,-95.741757,"94,522"
47.879508,-95.00505,"127,372"
45.701225,-94.00144,"82,432"
45.419925,-96.402226,"13,565"
44.03371,-94.064012,"115,580"
44.246541,-94.733647,"69,463"
46.603818,-92.671044,"69,037"
44.82132,-93.800091,"178,497"
46.951745,-94.333705,"78,742"
45.028625,-95.564108,"29,643"
45.505444,-92.903849,"112,775"
46.898377,-96.494901,"150,959"
47.575873,-95.371117,"25,912"
47.538569,-90.29019,"16,135"
44.010711,-95.18313,"40,915"
46.491653,-94.070718,"127,100"
44.670893,-93.062481,"721,379"
44.020706,-92.869353,"42,719"
45.936829,-95.462156,"91,739"
43.676522,-93.947234,"43,134"
43.679187,-92.093937,"59,558"
43.674202,-93.350289,"72,187"
44.406178,-92.716,"98,570"
45.930743,-96.010699,"16,945"
45.006121,-93.475228,"1,934,358"
43.66699,-91.501556,"49,796"
47.095551,-94.91329,"63,562"
45.562431,-93.296339,"83,441"
47.490817,-93.611102,"99,868"
43.671111,-95.149731,"36,182"
45.94776,-93.297788,"36,285"
45.152714,-95.004981,"99,228"
48.77604,-96.780349,"13,124"
48.245489,-93.782842,"29,386"
44.999857,-96.176838,"20,367"
47.517111,-91.411704,"26,824"
48.7681,-94.904633,"11,224"
44.373424,-93.730143,"59,555"
44.408238,-96.272032,"16,702"
44.409195,-95.847268,"69,310"
44.821657,-94.272323,"93,016"
47.328387,-95.811089,"13,524"
48.362728,-96.357761,"29,119"
43.677118,-94.537252,"66,903"
45.123155,-94.527346,"64,656"
45.929043,-93.632996,"56,994"
46.020484,-94.266619,"71,932"
43.666249,-92.759514,"83,392"
44.015594,-95.761581,"22,805"
44.358819,-94.245685,"62,208"
43.677686,-95.763132,"69,636"
47.32947,-96.463807,"19,949"
44.003429,-92.406722,"316,097"
46.405725,-95.714578,"140,481"
48.069247,-96.037725,"43,171"
46.10094,-92.763094,"61,081"
44.015361,-96.257015,"23,686"
47.774254,-96.400027,"102,018"
45.589623,-95.446705,"27,793"
45.01525,-93.100141,"853,426"
47.865487,-96.08718,"12,198"
44.403536,-95.254241,"39,974"
44.723697,-94.955617,"38,679"
44.350943,-93.298503,"118,222"
43.669587,-96.263238,"37,159"
48.761068,-95.821504,"50,447"
47.578635,-92.51457,"367,623"
44.651805,-93.533731,"244,180"
45.453176,-93.76913,"179,469"
44.575734,-94.230123,"37,379"
45.555235,-94.610482,"300,869"
44.015261,-93.220453,"77,001"
45.593461,-95.992315,"20,315"
45.27581,-95.690124,"23,519"
46.066569,-94.900576,"56,675"
45.769935,-96.474832,"9,597"
44.289693,-92.23334,"52,384"
46.586986,-94.988608,"30,306"
44.01846,-93.589844,"37,226"
45.037929,-92.890117,"486,975"
43.978096,-94.613842,"36,244"
46.362335,-96.476657,"16,671"
43.982268,-91.776708,"99,209"
45.175091,-93.966396,"246,715"
44.715736,-95.862756,"26,719"
31.486218,-91.351781,"86,708"
34.886569,-88.581109,"119,920"
31.203933,-90.795542,"39,530"
33.09047,-89.588622,"61,025"
34.810518,-89.200285,"24,545"
33.799139,-90.88412,"92,722"
33.936634,-89.337114,"48,342"
33.440795,-89.918887,"29,564"
33.921654,-88.945808,"51,099"
33.345964,-89.251332,"25,982"
31.97281,-90.915424,"24,669"
32.045374,-88.687976,"51,733"
33.661733,-88.783326,"62,158"
34.22867,-90.603165,"65,008"
31.866915,-90.448758,"77,165"
31.633331,-89.548897,"53,320"
34.874266,-89.99324,"506,517"
31.18858,-89.259447,"191,955"
31.477776,-90.895811,"19,461"
30.855431,-88.642268,"56,127"
31.212845,-88.634811,"31,317"
33.770031,-89.80274,"62,850"
30.391641,-89.482791,"135,289"
30.416536,-89.083376,"509,016"
32.267788,-90.466017,"483,352"
33.125942,-90.091197,"46,925"
33.130996,-90.523421,"22,583"
32.755539,-91.003535,"3,945"
34.281075,-88.363127,"76,582"
30.456005,-88.625101,"355,976"
32.016989,-89.11943,"49,273"
31.733633,-91.043878,"18,275"
31.565606,-89.826517,"40,044"
31.616601,-89.168532,"175,741"
32.750136,-88.625631,"25,434"
34.349298,-89.485903,"144,898"
31.197586,-89.506369,"159,930"
32.403998,-88.660449,"200,321"
31.550009,-90.10753,"41,271"
32.760737,-89.522236,"75,000"
34.29237,-88.682439,"270,056"
33.54979,-90.294934,"71,035"
31.535216,-90.453566,"83,071"
33.471424,-88.439723,"187,341"
32.63437,-90.03416,"211,530"
31.230167,-89.821712,"70,628"
34.76619,-89.504231,"124,042"
33.89003,-88.485038,"118,638"
33.500714,-89.639625,"32,631"
32.752518,-89.119274,"88,321"
32.40197,-89.118412,"63,488"
33.106508,-88.566004,"33,396"
33.422313,-88.876151,"120,465"
34.365205,-89.963065,"107,254"
30.774793,-89.586904,"151,882"
31.169307,-88.988755,"33,038"
31.177516,-90.397728,"119,392"
34.227081,-89.037239,"89,853"
34.621104,-88.522179,"76,625"
34.252833,-90.290171,"24,768"
32.267123,-89.946063,"428,795"
32.427127,-89.533209,"78,421"
32.892395,-90.827613,"13,733"
31.902505,-89.917709,"70,561"
32.019029,-89.494877,"47,824"
30.790184,-89.112297,"43,788"
33.605529,-90.59509,"61,915"
33.954527,-90.172245,"36,525"
34.649553,-89.943105,"92,662"
34.763618,-88.918819,"65,623"
34.737697,-88.236064,"56,148"
34.652201,-90.37177,"33,426"
34.489533,-89.002339,"81,650"
31.164492,-90.103431,"48,975"
32.356095,-90.852384,"108,932"
33.273174,-90.944446,"133,923"
31.642503,-88.678214,"54,436"
33.612048,-89.283836,"34,255"
31.161091,-91.324617,"18,231"
33.078724,-89.037391,"55,996"
34.030666,-89.703807,"41,647"
32.765675,-90.387928,"65,294"
40.190666,-92.603592,"95,299"
39.988863,-94.803551,"67,858"
40.431846,-95.437555,"22,801"
39.21448,-91.843415,"92,226"
36.699378,-93.834326,"92,105"
37.500799,-94.344089,"44,043"
38.257217,-94.339246,"64,131"
38.301036,-93.287942,"76,419"
37.318346,-90.024604,"47,137"
38.989861,-92.310202,"624,245"
39.660369,-94.808173,"276,070"
36.71518,-90.40313,"195,230"
39.658998,-93.979179,"40,034"
38.835547,-91.923446,"167,078"
38.026527,-92.765327,"172,847"
37.384141,-89.685658,"305,084"
39.427375,-93.500227,"29,763"
36.944858,-90.945705,"27,824"
38.646474,-94.354547,"357,255"
37.733655,-93.850014,"52,858"
39.517968,-92.96162,"24,071"
36.969739,-93.187614,"236,627"
40.407275,-91.729472,"29,752"
39.315551,-94.421502,"666,363"
39.608723,-94.395803,"85,045"
38.503233,-92.280027,"289,867"
38.845386,-92.812323,"67,904"
37.96656,-91.313933,"95,220"
37.43235,-93.854878,"28,703"
37.683583,-93.033812,"61,714"
39.962839,-93.970053,"31,091"
39.894665,-94.40719,"38,899"
37.603075,-91.489716,"62,339"
36.946517,-92.515892,"42,467"
36.153025,-90.062254,"135,550"
38.408313,-91.07341,"452,472"
38.441183,-91.50578,"66,646"
40.208127,-94.405321,"25,865"
37.258196,-93.340641,"938,663"
40.112541,-93.565054,"37,724"
40.34562,-93.992582,"31,679"
38.386491,-93.792628,"95,632"
37.9367,-93.322834,"34,962"
40.095724,-95.219072,"19,688"
39.143365,-92.695926,"33,654"
36.774369,-91.887368,"158,331"
37.625971,-90.699587,"42,734"
39.005441,-94.343326,"1,948,847"
37.205197,-94.337259,"403,317"
38.257599,-90.543542,"904,283"
38.741528,-93.811863,"177,807"
40.136776,-92.146809,"17,384"
37.659688,-92.59484,"150,259"
39.068705,-93.802639,"110,559"
37.10659,-93.830551,"135,874"
40.084559,-91.728803,"38,316"
39.062255,-90.962916,"213,199"
39.86444,-93.108019,"50,211"
39.778587,-93.548201,"55,664"
36.630218,-94.343956,"77,293"
39.829795,-92.56434,"54,136"
37.473235,-90.345453,"47,429"
38.162615,-91.923601,"40,816"
39.807538,-91.635379,"102,162"
40.421413,-93.567631,"12,607"
38.21668,-92.429876,"96,876"
36.826264,-89.295929,"55,119"
38.633037,-92.583642,"53,495"
39.49827,-92.006458,"36,925"
38.935184,-91.465427,"52,184"
38.420807,-92.874835,"78,709"
36.594261,-89.655948,"79,034"
36.908364,-94.335021,"201,696"
40.361136,-94.883146,"75,923"
36.68531,-91.401827,"41,544"
38.464253,-91.859504,"51,287"
36.64959,-92.458549,"36,558"
36.209916,-89.785942,"72,448"
37.71113,-89.802125,"60,532"
38.727367,-93.285207,"146,734"
37.866326,-91.790349,"178,739"
39.339959,-91.171607,"68,519"
39.378696,-94.761472,"321,240"
37.616761,-93.400817,"111,108"
37.824835,-92.207022,"157,872"
40.478606,-93.014531,"17,609"
39.553455,-91.524787,"44,632"
39.439249,-92.492959,"89,145"
39.308401,-93.995746,"73,033"
37.360857,-90.969516,"28,438"
36.648902,-90.86706,"61,475"
38.781102,-90.674915,"1,257,113"
38.039069,-93.773076,"36,995"
37.885845,-90.161531,"69,403"
37.810707,-90.473868,"278,223"
38.640702,-90.445954,"3,426,211"
39.13584,-93.204164,"68,195"
40.469361,-92.519016,"17,324"
40.447686,-92.142824,"16,668"
37.047793,-89.568098,"166,917"
37.152498,-91.391328,"30,239"
39.797531,-92.088719,"24,246"
36.851557,-89.947481,"128,287"
36.751004,-93.473701,"90,812"
40.209587,-93.109783,"21,435"
36.649827,-93.042819,"201,068"
37.314257,-91.964478,"92,392"
37.850196,-94.341597,"78,013"
38.761902,-91.159306,"139,558"
37.942611,-90.897018,"108,732"
37.112319,-90.452378,"59,825"
37.280804,-92.87608,"143,315"
40.480192,-94.418748,"8,564"
37.267636,-92.48001,"77,318"
38.635699,-90.244582,"1,189,337"
45.133863,-112.892869,"10,174"
45.407869,-107.518163,"12,113"
48.428282,-108.967648,"6,269"
46.329849,-111.497873,"6,444"
45.224475,-109.028551,"11,713"
45.516825,-104.515324,"3,128"
47.316443,-111.350571,"75,228"
47.886837,-110.436189,"6,246"
46.261481,-105.550508,"12,518"
48.794429,-105.541739,"4,468"
47.272425,-104.901027,"20,001"
46.094612,-113.141624,"8,394"
46.318184,-104.405718,"6,194"
47.223641,-109.223714,"12,706"
48.314575,-114.054533,"138,054"
45.518054,-111.163921,"100,993"
47.280033,-106.986706,"1,438"
48.705671,-112.990502,"12,927"
46.380624,-109.174586,"1,034"
46.395955,-113.427356,"3,225"
48.631959,-110.106321,"14,582"
46.124246,-112.059424,"11,920"
47.032558,-110.30532,"2,842"
47.642901,-114.083687,"50,937"
47.122034,-112.382924,"65,412"
48.559654,-111.036924,"2,000"
48.552385,-115.463185,"33,253"
47.629628,-105.757222,"2,434"
45.325278,-111.913781,"8,652"
46.5857,-110.92174,"2,211"
47.154909,-115.064849,"4,213"
47.027263,-113.892681,"114,189"
46.505281,-108.439763,"6,298"
45.421905,-110.532798,"19,216"
47.141917,-108.226575,564
48.250143,-107.928897,"4,961"
48.230312,-112.219928,"5,598"
45.408926,-105.555344,"2,481"
46.844225,-112.9311,"5,380"
